Number,Player,Pos,Club,Birth Place,Birth Date,Age,MP,Min,Gls,Height,Weight,Team,Team_Status
16,AndrÃ©s Andrade CedeÃ±o,DF,1.at LASK,"Ciudad de PanamÃ¡, Panama",10/16/1998,27-238,3,270,0,175,78,Panama,eliminated
11,Yoel BÃ¡rcenas,MF,1.mx MazatlÃ¡n,"ColÃ³n, Panama",10/23/1993,32-231,3,249,0,175,74,Panama,eliminated
2,CÃ©sar Blackman,"MF,DF",1.sk Slovan Bratislava,"Ciudad de PanamÃ¡, Panama",4/2/1998,28-070,2,178,0,175,69,Panama,eliminated
3,JosÃ© CÃ³rdoba,DF,2.eng Norwich City,"Ciudad de PanamÃ¡, Panama",3/6/2001,25-097,3,270,0,185,78,Panama,eliminated
15,Erick Davis,DF,1.pa Plaza Amador,"ColÃ³n, Panama",3/31/1991,35-072,2,4,0,179,78,Panama,eliminated
10,Ismael DÃ­az,"FW,MF",1.mx LeÃ³n,"Ciudad de PanamÃ¡, Panama",5/12/1997,29-030,2,37,0,182,79,Panama,eliminated
4,Fidel Escobar,DF,1.cr Saprissa,"Ciudad de PanamÃ¡, Panama",1/9/1995,31-153,1,90,0,181,73,Panama,eliminated
17,JosÃ© Fajardo,FW,1.ec Univ CatÃ³lica,"ColÃ³n, Panama",8/18/1993,32-297,3,155,0,180,68,Panama,eliminated
20,AnÃ­bal Godoy,MF,1.us San Diego FC,"Ciudad de PanamÃ¡, Panama",2/10/1990,36-121,1,1,0,182,79,Panama,eliminated
26,Jorge GutiÃ©rrez,DF,1.ve Dep. La Guaira,"Ciudad de PanamÃ¡, Panama",9/1/1998,27-283,1,87,0,171,63,Panama,eliminated
14,Carlos Harvey,MF,1.us Minnesota Utd,"Ciudad de PanamÃ¡, Panama",2/3/2000,26-128,3,267,0,179,88,Panama,eliminated
24,AzarÃ­as LondoÃ±o,MF,1.ec Univ CatÃ³lica,"Ciudad de PanamÃ¡, Panama",6/21/2001,24-355,3,56,0,185,78,Panama,eliminated
7,JosÃ© Luis RodrÃ­guez,"MF,FW",1.mx FC JuÃ¡rez,"Ciudad de PanamÃ¡, Panama",6/19/1998,27-357,3,233,0,177,77,Panama,eliminated
6,Cristian MartÃ­nez,"MF,FW",1.il Kiryat Shmona,"Ciudad de PanamÃ¡, Panama",2/6/1997,29-125,3,242,0,170,78,Panama,eliminated
22,Orlando Mosquera,GK,1.sa Al-Fayha,"Ciudad de PanamÃ¡, Panama",12/25/1994,31-168,3,270,0,191,78,Panama,eliminated
19,Alberto Quintero,"FW,MF",1.pa Plaza Amador,"Ciudad de PanamÃ¡, Panama",12/18/1987,38-175,1,3,0,165,59,Panama,eliminated
13,Jiovany Ramos,DF,1.ve Puerto Cabello,"Ciudad de PanamÃ¡, Panama",1/26/1997,29-136,2,166,0,188,82,Panama,eliminated
9,TomÃ¡s RodrÃ­guez,FW,1.cr Saprissa,"Ciudad de PanamÃ¡, Panama",3/9/1999,27-094,2,46,0,175,73,Panama,eliminated
18,Cecilio Waterman,FW,1.cl U ConcepciÃ³n,"Ciudad de PanamÃ¡, Panama",4/13/1991,35-059,2,76,0,181,77,Panama,eliminated
12,Saud Abdulhamid,DF,1.fr Lens,"Jiddah, Saudi Arabia",7/18/1999,26-328,3,269,0,171,73,Saudi Arabia,eliminated
13,Nawaf Boushal,DF,1.sa Al-Nassr,"Al HufÅ«f, Saudi Arabia",9/16/1999,26-268,2,91,0,185,74,Saudi Arabia,eliminated
9,Firas Al-Buraikan,FW,1.sa Al-Ahli,"Riyadh, Saudi Arabia",5/14/2000,26-028,3,238,0,168,87,Saudi Arabia,eliminated
6,Nasser Al-Dawsari,MF,1.sa Al-Hilal,"Riyadh, Saudi Arabia",12/19/1998,27-174,3,207,0,173,64,Saudi Arabia,eliminated
10,Salem Al-Dawsari,MF,1.sa Al-Hilal,"Riyadh, Saudi Arabia",8/19/1991,34-296,3,245,0,182,78,Saudi Arabia,eliminated
17,Khalid Al Ghannam,MF,1.sa Al-Ettifaq,"Khobar, Saudi Arabia",11/8/2000,25-215,1,1,0,178,69,Saudi Arabia,eliminated
19,Abdullah Al-Hamdan,FW,1.sa Al-Nassr,"Riyadh, Saudi Arabia",9/13/1999,26-271,3,71,0,171,71,Saudi Arabia,eliminated
24,Moteb Al-Harbi,DF,1.sa Al-Hilal,"Riyadh, Saudi Arabia",2/20/2000,26-111,3,188,0,171,66,Saudi Arabia,eliminated
18,Alaa Al Hejji,MF,1.sa Neom,"Sakakah, Saudi Arabia",12/3/1995,30-190,2,32,0,183,78,Saudi Arabia,eliminated
7,Musab Al Juwayr,"MF,FW",1.sa Al-Qadsiah,"Riyadh, Saudi Arabia",6/20/2003,22-356,3,152,0,172,63,Saudi Arabia,eliminated
23,Mohamed Kanno,MF,1.sa Al-Hilal,"Khobar, Saudi Arabia",9/22/1994,31-262,3,225,0,178,72,Saudi Arabia,eliminated
15,Abdullah Al-Khaibari,MF,1.sa Al-Nassr,"Riyadh, Saudi Arabia",8/16/1996,29-299,3,180,0,175,68,Saudi Arabia,eliminated
3,Ali Lajami,DF,1.sa Al-Hilal,"SayhÄt, Saudi Arabia",4/24/1996,30-048,3,149,0,178,74,Saudi Arabia,eliminated
20,Sultan Mendash,MF,1.sa Al-Hilal,"Jeddah, Saudi Arabia",10/17/1994,31-237,1,65,0,172,66,Saudi Arabia,eliminated
21,Mohammed Al-Owais,GK,1.sa Al-Ula,"Al HufÅ«f, Saudi Arabia",10/10/1991,34-244,3,270,0,187,77,Saudi Arabia,eliminated
26,Mohammed Abu Al-Shamat,MF,1.sa Al-Qadsiah,"Jiddah, Saudi Arabia",8/11/2002,23-304,3,136,0,170,62,Saudi Arabia,eliminated
5,Hassan Al Tambakti,DF,1.sa Al-Hilal,"Riyadh, Saudi Arabia",2/9/1999,27-122,3,212,0,182,78,Saudi Arabia,eliminated
